Geography,County,State,Median Income,ACS Home Value,Zillow Home Value,Zillow Bottom Tier Home Value,Zillow Top Tier Home Value
"Estill County, Kentucky",Estill County,Kentucky,42564,71000,,,
"Fayette County, Kentucky",Fayette County,Kentucky,76300,175000,180400,115600,327100
"Fleming County, Kentucky",Fleming County,Kentucky,57741,89900,,,
"Floyd County, Kentucky",Floyd County,Kentucky,45017,72900,,,
"Franklin County, Kentucky",Franklin County,Kentucky,65285,139300,135600,90800,221800
"Fulton County, Kentucky",Fulton County,Kentucky,41504,63600,,,
"Gallatin County, Kentucky",Gallatin County,Kentucky,58429,109900,,,
"Garrard County, Kentucky",Garrard County,Kentucky,61554,131000,125400,71900,194300
"Grant County, Kentucky",Grant County,Kentucky,56663,119700,151900,97900,235300
"Graves County, Kentucky",Graves County,Kentucky,54958,95600,,,
"Grayson County, Kentucky",Grayson County,Kentucky,49820,102200,,,
"Green County, Kentucky",Green County,Kentucky,55186,75800,,,
"Greenup County, Kentucky",Greenup County,Kentucky,63621,103300,,,
"Hancock County, Kentucky",Hancock County,Kentucky,57758,109100,,,
"Hardin County, Kentucky",Hardin County,Kentucky,66503,148000,147000,96300,224800
"Harlan County, Kentucky",Harlan County,Kentucky,37206,53500,,,
"Harrison County, Kentucky",Harrison County,Kentucky,56757,132900,,,
"Hart County, Kentucky",Hart County,Kentucky,48797,90200,,,
"Henderson County, Kentucky",Henderson County,Kentucky,57443,118000,,67700,207700
"Henry County, Kentucky",Henry County,Kentucky,61374,126100,,,
"Hickman County, Kentucky",Hickman County,Kentucky,45963,70200,,,
"Hopkins County, Kentucky",Hopkins County,Kentucky,56711,96600,91100,37600,172800
"Jackson County, Kentucky",Jackson County,Kentucky,41122,69900,,,
"Jefferson County, Kentucky",Jefferson County,Kentucky,74095,159000,160300,89700,292300
"Jessamine County, Kentucky",Jessamine County,Kentucky,77187,164300,155000,92800,300900
"Johnson County, Kentucky",Johnson County,Kentucky,50116,90300,,,
"Kenton County, Kentucky",Kenton County,Kentucky,76160,149700,157100,99700,269000
"Knott County, Kentucky",Knott County,Kentucky,42897,52000,,,
"Knox County, Kentucky",Knox County,Kentucky,38366,76900,,,
"Larue County, Kentucky",Larue County,Kentucky,53603,107300,,,
"Laurel County, Kentucky",Laurel County,Kentucky,50905,102000,119700,,182500
"Lawrence County, Kentucky",Lawrence County,Kentucky,47182,80400,,,
"Lee County, Kentucky",Lee County,Kentucky,37644,64200,,,
"Leslie County, Kentucky",Leslie County,Kentucky,37929,48900,,,
"Letcher County, Kentucky",Letcher County,Kentucky,41410,58500,,,
"Lewis County, Kentucky",Lewis County,Kentucky,47330,68300,,,
"Lincoln County, Kentucky",Lincoln County,Kentucky,48839,96100,,,
"Livingston County, Kentucky",Livingston County,Kentucky,56409,90800,,,
"Logan County, Kentucky",Logan County,Kentucky,52001,105400,,,
"Lyon County, Kentucky",Lyon County,Kentucky,64174,122900,,,
"McCracken County, Kentucky",McCracken County,Kentucky,68059,134100,131400,55900,224900
"McCreary County, Kentucky",McCreary County,Kentucky,30368,61300,,,
"McLean County, Kentucky",McLean County,Kentucky,55734,96800,,,
"Madison County, Kentucky",Madison County,Kentucky,61318,151000,161100,,244800
"Magoffin County, Kentucky",Magoffin County,Kentucky,42317,63300,,,
"Marion County, Kentucky",Marion County,Kentucky,55011,100400,111000,64800,180200
"Marshall County, Kentucky",Marshall County,Kentucky,65167,118100,96800,47000,180600
"Martin County, Kentucky",Martin County,Kentucky,39087,65500,,,
"Mason County, Kentucky",Mason County,Kentucky,63333,111200,,,
"Meade County, Kentucky",Meade County,Kentucky,65302,140800,131400,78400,199500
"Menifee County, Kentucky",Menifee County,Kentucky,46476,77800,,,
"Mercer County, Kentucky",Mercer County,Kentucky,60621,139900,136000,76900,221900
"Metcalfe County, Kentucky",Metcalfe County,Kentucky,44971,75200,,,
"Monroe County, Kentucky",Monroe County,Kentucky,53829,74500,,,
"Montgomery County, Kentucky",Montgomery County,Kentucky,54798,118200,127200,78100,
"Morgan County, Kentucky",Morgan County,Kentucky,46546,77500,,,
"Muhlenberg County, Kentucky",Muhlenberg County,Kentucky,51757,82000,81500,45100,146600
"Nelson County, Kentucky",Nelson County,Kentucky,72247,144800,157900,102000,253800
"Nicholas County, Kentucky",Nicholas County,Kentucky,54555,82100,,,
"Ohio County, Kentucky",Ohio County,Kentucky,55215,88300,,,
"Oldham County, Kentucky",Oldham County,Kentucky,116314,259700,277400,176600,432800
"Owen County, Kentucky",Owen County,Kentucky,60124,99100,132700,,225700
"Owsley County, Kentucky",Owsley County,Kentucky,41811,70000,,,
"Pendleton County, Kentucky",Pendleton County,Kentucky,60989,106400,,,
"Perry County, Kentucky",Perry County,Kentucky,48180,73300,,,157100
"Pike County, Kentucky",Pike County,Kentucky,48382,75400,,,
"Powell County, Kentucky",Powell County,Kentucky,48036,79800,,,
"Pulaski County, Kentucky",Pulaski County,Kentucky,50587,109100,116200,62700,
"Robertson County, Kentucky",Robertson County,Kentucky,49201,94500,,,
"Rockcastle County, Kentucky",Rockcastle County,Kentucky,48962,80800,,,
"Rowan County, Kentucky",Rowan County,Kentucky,49859,121100,119200,,190400
"Russell County, Kentucky",Russell County,Kentucky,44866,87300,,,
"Scott County, Kentucky",Scott County,Kentucky,81148,170800,183300,130400,300900
"Shelby County, Kentucky",Shelby County,Kentucky,81843,184900,190500,119900,340700
"Simpson County, Kentucky",Simpson County,Kentucky,57236,130500,,,
"Spencer County, Kentucky",Spencer County,Kentucky,82363,190900,205400,131100,295000
"Taylor County, Kentucky",Taylor County,Kentucky,49346,106700,105900,64000,172900
"Todd County, Kentucky",Todd County,Kentucky,50029,94800,,,
"Trigg County, Kentucky",Trigg County,Kentucky,61531,119500,111800,61300,222400
"Trimble County, Kentucky",Trimble County,Kentucky,62856,110500,,,
"Union County, Kentucky",Union County,Kentucky,55732,83100,,,
"Warren County, Kentucky",Warren County,Kentucky,67339,152300,181500,129900,295700
"Washington County, Kentucky",Washington County,Kentucky,57798,105600,,,
"Wayne County, Kentucky",Wayne County,Kentucky,42696,81400,,,
"Webster County, Kentucky",Webster County,Kentucky,53449,80800,,,
"Whitley County, Kentucky",Whitley County,Kentucky,50491,83800,95200,,164100
"Wolfe County, Kentucky",Wolfe County,Kentucky,34557,65700,,,
"Woodford County, Kentucky",Woodford County,Kentucky,77911,188200,,,
"Acadia Parish, Louisiana",Acadia Parish,Louisiana,56899,97500,93500,40000,175800
"Allen Parish, Louisiana",Allen Parish,Louisiana,57667,84800,,22300,
"Ascension Parish, Louisiana",Ascension Parish,Louisiana,87080,179800,204800,,315800
"Assumption Parish, Louisiana",Assumption Parish,Louisiana,66437,114600,,,
"Avoyelles Parish, Louisiana",Avoyelles Parish,Louisiana,53896,90600,86100,42500,145700
"Beauregard Parish, Louisiana",Beauregard Parish,Louisiana,64434,115200,111700,45500,197600
"Bienville Parish, Louisiana",Bienville Parish,Louisiana,51571,76000,64500,,108900
"Bossier Parish, Louisiana",Bossier Parish,Louisiana,68354,164600,163500,,
"Caddo Parish, Louisiana",Caddo Parish,Louisiana,62712,138200,,,214200
"Calcasieu Parish, Louisiana",Calcasieu Parish,Louisiana,66331,138100,152200,,229100
"Caldwell Parish, Louisiana",Caldwell Parish,Louisiana,53119,67800,,,127200
"Cameron Parish, Louisiana",Cameron Parish,Louisiana,76346,110900,,,259800
"Catahoula Parish, Louisiana",Catahoula Parish,Louisiana,54033,78700,79000,,154600
"Claiborne Parish, Louisiana",Claiborne Parish,Louisiana,42116,74100,57800,,148000
"Concordia Parish, Louisiana",Concordia Parish,Louisiana,47915,78500,72500,23500,
"De Soto Parish, Louisiana",De Soto Parish,Louisiana,58742,110000,,30100,201200
"East Baton Rouge Parish, Louisiana",East Baton Rouge Parish,Louisiana,75994,177800,167000,73600,307900
"East Carroll Parish, Louisiana",East Carroll Parish,Louisiana,34385,68200,44400,,
"East Feliciana Parish, Louisiana",East Feliciana Parish,Louisiana,59202,124100,167400,91500,277900
"Evangeline Parish, Louisiana",Evangeline Parish,Louisiana,49489,90000,58700,28500,115400
"Franklin Parish, Louisiana",Franklin Parish,Louisiana,48217,83200,70300,37700,136700
"Grant Parish, Louisiana",Grant Parish,Louisiana,52034,93600,84400,40600,163800
"Iberia Parish, Louisiana",Iberia Parish,Louisiana,63030,106700,,46800,
"Iberville Parish, Louisiana",Iberville Parish,Louisiana,62778,127500,95100,,179500
"Jackson Parish, Louisiana",Jackson Parish,Louisiana,51710,84400,76600,23400,
"Jefferson Parish, Louisiana",Jefferson Parish,Louisiana,70750,176000,173800,112700,281700
"Jefferson Davis Parish, Louisiana",Jefferson Davis Parish,Louisiana,60314,101800,76900,,152200
"Lafayette Parish, Louisiana",Lafayette Parish,Louisiana,77267,172500,165700,91100,269000
"Lafourche Parish, Louisiana",Lafourche Parish,Louisiana,68166,144300,126500,64700,224700
"LaSalle Parish, Louisiana",LaSalle Parish,Louisiana,52542,76700,85300,,177400
"Lincoln Parish, Louisiana",Lincoln Parish,Louisiana,57665,145900,167800,76900,297300
"Livingston Parish, Louisiana",Livingston Parish,Louisiana,74409,155800,159400,,223200
"Madison Parish, Louisiana",Madison Parish,Louisiana,39681,64100,43800,,96200
"Morehouse Parish, Louisiana",Morehouse Parish,Louisiana,46242,84900,82600,,161000
"Natchitoches Parish, Louisiana",Natchitoches Parish,Louisiana,46861,114100,131500,,228400
"Orleans Parish, Louisiana",Orleans Parish,Louisiana,67224,205000,181600,,459800
"Ouachita Parish, Louisiana",Ouachita Parish,Louisiana,59528,133400,123600,,226700
"Plaquemines Parish, Louisiana",Plaquemines Parish,Louisiana,68790,165900,231600,,386600
"Pointe Coupee Parish, Louisiana",Pointe Coupee Parish,Louisiana,65630,124500,137100,50900,257400
"Rapides Parish, Louisiana",Rapides Parish,Louisiana,60532,133800,128100,,224300
"Red River Parish, Louisiana",Red River Parish,Louisiana,62278,85900,,,
"Richland Parish, Louisiana",Richland Parish,Louisiana,51991,86900,,,143500
"Sabine Parish, Louisiana",Sabine Parish,Louisiana,58001,84200,,,
"St. Bernard Parish, Louisiana",St. Bernard Parish,Louisiana,56649,139200,,,
"St. Charles Parish, Louisiana",St. Charles Parish,Louisiana,81938,185800,,,
"St. Helena Parish, Louisiana",St. Helena Parish,Louisiana,53292,77400,,,
"St. James Parish, Louisiana",St. James Parish,Louisiana,67247,136400,,,
"St. John the Baptist Parish, Louisiana",St. John the Baptist Parish,Louisiana,65917,152800,,,
"St. Landry Parish, Louisiana",St. Landry Parish,Louisiana,49707,99200,,,
"St. Martin Parish, Louisiana",St. Martin Parish,Louisiana,62069,114200,,,
"St. Mary Parish, Louisiana",St. Mary Parish,Louisiana,54024,97000,,,
"St. Tammany Parish, Louisiana",St. Tammany Parish,Louisiana,88031,206600,,,
"Tangipahoa Parish, Louisiana",Tangipahoa Parish,Louisiana,61187,149300,138400,,221900
"Tensas Parish, Louisiana",Tensas Parish,Louisiana,37237,62200,,,
"Terrebonne Parish, Louisiana",Terrebonne Parish,Louisiana,64456,143700,147900,,258800
"Union Parish, Louisiana",Union Parish,Louisiana,52650,88700,107000,49900,
"Vermilion Parish, Louisiana",Vermilion Parish,Louisiana,62253,105700,74300,,174200
"Vernon Parish, Louisiana",Vernon Parish,Louisiana,59237,116600,97400,48900,186900
"Washington Parish, Louisiana",Washington Parish,Louisiana,47334,84600,72600,,151500
"Webster Parish, Louisiana",Webster Parish,Louisiana,45657,81600,55000,,113300
"West Baton Rouge Parish, Louisiana",West Baton Rouge Parish,Louisiana,76527,177000,195900,110100,269900
"West Carroll Parish, Louisiana",West Carroll Parish,Louisiana,58314,79400,81100,49700,114000
"West Feliciana Parish, Louisiana",West Feliciana Parish,Louisiana,75636,209600,254300,152000,
"Winn Parish, Louisiana",Winn Parish,Louisiana,48155,72700,,,127200
"Androscoggin County, Maine",Androscoggin County,Maine,62166,152000,164200,121400,241900
"Aroostook County, Maine",Aroostook County,Maine,52972,97000,,,
"Cumberland County, Maine",Cumberland County,Maine,87517,259400,296600,218100,468600
"Franklin County, Maine",Franklin County,Maine,58263,136300,,,
"Hancock County, Maine",Hancock County,Maine,70109,207300,,,
"Kennebec County, Maine",Kennebec County,Maine,63778,154500,155200,106200,241100
"Knox County, Maine",Knox County,Maine,68108,199600,239300,150500,432000
"Lincoln County, Maine",Lincoln County,Maine,70159,211900,,,
"Oxford County, Maine",Oxford County,Maine,56658,137200,,,249400
"Penobscot County, Maine",Penobscot County,Maine,62673,137900,149800,103300,219100
"Piscataquis County, Maine",Piscataquis County,Maine,51694,116100,,,
"Sagadahoc County, Maine",Sagadahoc County,Maine,73728,199400,217100,,328600
"Somerset County, Maine",Somerset County,Maine,52825,108000,111300,,
"Waldo County, Maine",Waldo County,Maine,64518,159800,,,
"Washington County, Maine",Washington County,Maine,54457,110000,,,
"York County, Maine",York County,Maine,80380,233000,289800,194500,488900
"Allegany County, Maryland",Allegany County,Maryland,56646,119900,85800,37200,160000
"Anne Arundel County, Maryland",Anne Arundel County,Maryland,116281,346000,341200,238600,559700
"Baltimore County, Maryland",Baltimore County,Maryland,95245,249600,244200,158900,416700
"Calvert County, Maryland",Calvert County,Maryland,117132,347200,318000,221500,475700
"Caroline County, Maryland",Caroline County,Maryland,66763,201200,180700,92000,295600
"Carroll County, Maryland",Carroll County,Maryland,108542,328100,321000,227400,461700
"Cecil County, Maryland",Cecil County,Maryland,85903,238000,227900,142000,332500
"Charles County, Maryland",Charles County,Maryland,108430,294000,299300,220600,404600
"Dorchester County, Maryland",Dorchester County,Maryland,69144,179300,144900,60500,283800
"Frederick County, Maryland",Frederick County,Maryland,106439,315400,317400,217200,457100
"Garrett County, Maryland",Garrett County,Maryland,63130,167100,163800,81300,422600
"Harford County, Maryland",Harford County,Maryland,100608,281400,277700,178100,417200
"Howard County, Maryland",Howard County,Maryland,140873,439900,442100,283800,643100
"Kent County, Maryland",Kent County,Maryland,78160,237400,200800,114700,402900
"Montgomery County, Maryland",Montgomery County,Maryland,140141,467500,450900,272900,793200
"Prince George's County, Maryland",Prince George's County,Maryland,95699,272900,,,
"Queen Anne's County, Maryland",Queen Anne's County,Maryland,107343,343200,,,
"St. Mary's County, Maryland",St. Mary's County,Maryland,101264,291500,,,
"Somerset County, Maryland",Somerset County,Maryland,53494,131000,104300,40100,207000
"Talbot County, Maryland",Talbot County,Maryland,100213,326300,292100,169100,719300
"Washington County, Maryland",Washington County,Maryland,75383,205300,190100,123500,302700
"Wicomico County, Maryland",Wicomico County,Maryland,72948,171700,154000,89300,248600
"Worcester County, Maryland",Worcester County,Maryland,79530,252100,250400,150900,413700
"Baltimore city, Maryland",Baltimore city,Maryland,68623,153200,,,
"Barnstable County, Massachusetts",Barnstable County,Massachusetts,90804,375000,424100,302400,764800
"Berkshire County, Massachusetts",Berkshire County,Massachusetts,75565,203300,211900,133500,395100
"Bristol County, Massachusetts",Bristol County,Massachusetts,81455,280400,313900,235100,458500
"Dukes County, Massachusetts",Dukes County,Massachusetts,105535,674600,817900,537200,1915200
"Essex County, Massachusetts",Essex County,Massachusetts,100104,373400,439400,304000,670200
"Franklin County, Massachusetts",Franklin County,Massachusetts,75213,226600,219000,153600,319000
"Hampden County, Massachusetts",Hampden County,Massachusetts,71106,198500,203700,148800,308400
"Hampshire County, Massachusetts",Hampshire County,Massachusetts,85695,272700,274200,195900,393800
"Middlesex County, Massachusetts",Middlesex County,Massachusetts,123807,453300,547000,348200,886200
"Nantucket County, Massachusetts",Nantucket County,Massachusetts,125631,995900,1666400,889300,3596300
"Norfolk County, Massachusetts",Norfolk County,Massachusetts,130169,433000,499900,342300,867100
"Plymouth County, Massachusetts",Plymouth County,Massachusetts,105005,344400,387200,280500,599300
"Suffolk County, Massachusetts",Suffolk County,Massachusetts,92120,430900,560100,394000,910800
"Worcester County, Massachusetts",Worcester County,Massachusetts,90372,260800,282400,199600,429100
"Alcona County, Michigan",Alcona County,Michigan,50532,96000,,,
"Alger County, Michigan",Alger County,Michigan,55612,119000,,,
"Allegan County, Michigan",Allegan County,Michigan,71300,150600,173400,111800,285800
"Alpena County, Michigan",Alpena County,Michigan,53344,94000,82900,40500,157600
"Antrim County, Michigan",Antrim County,Michigan,69351,151500,149600,54100,407200
"Arenac County, Michigan",Arenac County,Michigan,51340,88900,65300,,
"Baraga County, Michigan",Baraga County,Michigan,54510,93100,,,
"Barry County, Michigan",Barry County,Michigan,68610,146300,160200,101600,263100
"Bay County, Michigan",Bay County,Michigan,59847,96800,90800,,
"Benzie County, Michigan",Benzie County,Michigan,63095,162200,188600,93400,357500
